Aishe Code,University Name,State,District,Web Url,University Type,Year Of Establishment,Location,Address
U-0487,"Tamilnadu Veterinary & Animal Sciences University, Chennai",Tamil Nadu,Thiruvallur,www.tanuvas.ac.in,State Public University,1903,Urban,"Madhavaram Milk Colony, Chennai-600 051, Chennai"
U-0486,"Tamilnadu Physical Education And Sports University, Chennai",Tamil Nadu,Chengalpattu,wwww.tnpesu.org,State Public University,2004,Rural,"Melakottaiyur Post, Vandalur, Chennai 600127"
U-0485,"Tamilnadu Agricultural University, Coimbatore",Tamil Nadu,Coimbatore,www.tnau.ac.in,State Public University,1906,Urban,"Lawley Road, Coimbatore"
U-0484,"Tamil Univesity, Thanjavur",Tamil Nadu,Thanjavur,www.tamiluniversity.ac.in,State Public University,1981,Rural,"Trichy Road, Thanjavur 613 010, Thanjavur"
U-0483,"Tamil Nadu Teachers Education University, Chennai",Tamil Nadu,Chennai,www.tnteu.ac.in,State Public University,2008,Urban,"GANGAIAMMAN KOIL STREET, KARAPAKKAM,, Chennai"
U-0482,"Tamil Nadu Open University, Chennai",Tamil Nadu,Chennai,www.tnou.ac.in,State Open University,2002,Urban,"No.577, Annasalai, Saidapet"
U-0481,"Tamil Nadu Dr. M.G.R. Medical University , Chennai",Tamil Nadu,Chennai,www.tnmgrmu.ac.in,State Public University,1987,Urban,"No.69, ANNA SALAI, GUINDY, CHENNAI"
U-0480,"Tamil Nadu Dr. Ambedkar Law University, Chennai",Tamil Nadu,Chennai,www.tndalu.ac.in,State Public University,1997,Urban,"""Poompozhil"",, NO: 5, DR. D.G.S. DINAKARAN SALAI, CHENNAI"
U-0479,"St. Peter's Institute Of Higher Education And Research, Chennai",Tamil Nadu,Thiruvallur,www.spiher.ac.in,Deemed University-Private,1993,Urban,"Tonakela Camp Road, Avadi, Chennai"
U-0478,Sri Ramachandra Institute Of Higher Education And Research (Deemed University),Tamil Nadu,Thiruvallur,www.sriramachandra.edu.in,Deemed University-Private,1985,Urban,"No.1, Ramachandra Nagar, Porur, Chennai - 600116"
U-0477,"Sri Chandrasekharendra Saraswathi Viswa Mahavidyalaya, Kancheepuram",Tamil Nadu,Kancheepuram,http://www.kanchiuniv.ac.in,Deemed University-Private,1976,Rural,"Sri Chandrasekharendra Saraswathi Viswa Mahavidyalaya University, Enathur, Kancheepuram"
U-0476,"Shanmugha Arts, Science, Technology & Reserch Academy (Sastra), Thanjavur",Tamil Nadu,Thanjavur,www.sastra.edu,Deemed University-Private,1984,Rural,"Tirumalaisamudram, Thanjavur, Thanjavur"
U-0475,Saveetha Institute Of Medical And Technical Sciences (Deemed To Be University),Tamil Nadu,Thiruvallur,https://www.saveetha.com,Deemed University-Private,2005,Rural,"Saveetha Nagar, Thandaam, Chennai"
U-0474,"Sathyabama Institute Of Science & Technology, Chennai",Tamil Nadu,Kancheepuram,www.sathyabama.ac.in,Deemed University-Private,1988,Urban,"JEPPIAAR NAGAR,, RAJIV GANDHI SALAI, CHENNAI"
U-1153,Shiv Nadar University,Tamil Nadu,Chengalpattu,www.snuchennai.edu.in,State Private University,2021,Rural,"RAJIV GANDHI SALAI (OMR), KALAVAKKAM, THIRUPORUR"
U-0473,"S.R.M. Institute Of Science & Technology, Chennai",Tamil Nadu,Chengalpattu,www.srmist.edu.in,Deemed University-Private,1985,Rural,"SRM NAGAR,, KATTANKULATHUR, CHENNAI"
U-0472,"Rajiv Gandhi National Instiute Of Youth Development, Sriperumbudur",Tamil Nadu,Kancheepuram,www.rgniyd.gov.in,Institute of National Importance,1993,Urban,"Chennai-Bangalore Highway, , Pennalur, Chennai"
U-0471,"Ponnaiyah Ramajayam Institute Of Science & Technology, Thanjavur",Tamil Nadu,Thanjavur,http://www.prist.ac.in,Deemed University-Private,1994,Rural,"NH-67, THANJAVUR -TRICHY HIGHWAYS, VALLAM, THANJAVUR"
U-1317,"National Institute Of Food Technology, Entrepreneurship And Management -Thanjavur",Tamil Nadu,Thanjavur,https://niftem-t.ac.in/,Institute of National Importance,2009,Rural,"National Institute of Food Technology, Entrepreneurship and Management, Thanjavur (NIFTEM-T), Formerly PPRC, IICPT and IIFPT, Pudukkottai Rd, Thanjavur, Pillaiyarpatti, Tamil Nadu 613005"
U-0470,"Periyar University, Salem",Tamil Nadu,Salem,www.periyaruniversity.ac.in,State Public University,1997,Urban,"Periyar University, Salem - 636 011, Salem"
U-0469,"Periyar Maniammai Institute Of Science & Technology, Thanjavur",Tamil Nadu,Thanjavur,www.pmu.edu,Deemed University-Private,1988,Rural,"Periyar Nagar, Vallam - 613 403, Thanjavur"
U-0468,"Noorul Islam Centre For Higher Education, Kanyakumari",Tamil Nadu,Kanniyakumari,www.niuniv.com,Deemed University-Private,1989,Rural,"Noorul Islam Centre for Higher Education, Kumaracoil, Thuckalay, Nagercoil"
U-0467,"National Institute Of Technology, Tiruchirapalli",Tamil Nadu,Tiruchirappalli,http://www.nitt.edu,Institute of National Importance,1964,Urban,"TIRUCHIRAPPALLI, TAMIL NADU, TIRUCHIRAPPALLI"
U-0466,"Mother Teresa Women's University, Kodaikanal",Tamil Nadu,Dindigul,www.motherteresawomenuniv.ac.in,State Public University,1984,Rural,"Ananthagiri 4th Street, Kodaikanal, Kodaikanal"
U-0025,"National Institute Of Technology, Warangal",Telangana,Warangal,nitw.ac.in,Institute of National Importance,1959,Urban,"NIT Warangal, Warangal"
U-0026,"Nizam Institute Of Medical Sciences, Hyderabad",Telangana,Hyderabad,www.nims.edu.in,Institute under State Legislature Act,1989,Urban,"Punjagutta, Hyderabad"
U-0027,"Osmania University, Hyderabad",Telangana,Hyderabad,http://www.osmania.ac.in,State Public University,1917,Urban,"Prof J Ananthaswamy Administrative Building, Osmania University, Hyderabad"
U-0028,"Palamuru University, Mahabubnagar",Telangana,Mahabubnagar,www.palamuruuniversity.ac.in,State Public University,2008,Rural,"Bandemedipally, Raichur Road, Mahabubnagar, Mahabubnagar"
U-0014,"International Institute Of Information Technology, Hyderabad",Telangana,Ranga Reddy,www.iiit.ac.in,Deemed University-Private,1998,Urban,"Prof. C R Rao Road, Gachibowli, Hyderabad"
U-0029,"Potti Sri Ramulu Telugu University, Hyderabad",Telangana,Hyderabad,www.teluguuniversity.ac.in,State Public University,1985,Urban,"Lalitha Kalakshetram, Public Gardens, Nampally, Hyderabad"
U-0032,"Satavahana University, Karimnagar",Telangana,Karimnagar,www.satavahana.ac.in,State Public University,2008,Urban,"Malkapoor Road, Karimnagar, Karimnagar"
U-1088,Chaitanya (Deemed To Be University),Telangana,Ranga Reddy,www.chaitanya.edu.in,Deemed University-Government,1991,Rural,"5-11-43, Kishanpura, Hanamkonda, Warangal"
U-0017,"Jawaharlal Nehru Technological University, Hyderabad",Telangana,Hyderabad,www.jntuh.ac.in,State Public University,1972,Urban,"Jawaharlal Nehru Technological University Hyderabad, Kukatpally, Kukatpally, Hyderabad"
U-0040,"Telangana University, Nizamabad",Telangana,Nizamabad,www.telanganauniversity.ac.in,State Public University,2006,Rural,"DICHPALLY, NIZAMABAD, NIZAMABAD"
U-1108,All India Institute Of Medical Science Bibinagar,Telangana,YADADRI BHUVANAGIRI,www.aiimsbibinagar.edu.in,Institute of National Importance,2019,Rural,"BIBINAGAR, YADADRI-BHONGIR DISTRICT, RANGAPUR VILLAGE BIBINAGAR"
U-0041,"The English And Foreign Languages University, Hyderabad",Telangana,Hyderabad,www.efluniversity.ac.in,Central University,1958,Urban,"Tarnaka, Hyderabad 500007, Near O U Police Station, Hyderabad"
U-0042,"University Of Hyderabad, Hyderabad",Telangana,Ranga Reddy,www.uohyd.ac.in,Central University,1974,Urban,"Prof. C.R. Rao Road, P.O. Central University, Gachibowli, Hyderabad"
U-1302,Techno India University Tripura,Tripura,West Tripura,https://www.tiut.ac.in/,State Private University,-,-,"Techno India University Tripura (TIUT), Q8H2+9M6, Madhuban, Tripura 799003"
U-0013,"Indian Institute Of Technology, Hyderabad",Telangana,Medak,http://iith.ac.in,Institute of National Importance,2008,Urban,Kandi
U-0012,"Icfai Foundation For Higher Education, Hyderabad",Telangana,Hyderabad,http://www.ifheindia.org,Deemed University-Private,1995,Urban,"Donthanapally, Shankarapalli Road, Hyderabad"
U-1318,Sr University,Telangana,Warangal,https://sru.edu.in/,State Private University,2020,Urban,"SR University, Anantasagar, Hasanparthy (M, Telangana 506371"
U-0018,Jawarharlal Nehru Architecture And Fine Art University Hyderabad,Telangana,Ranga Reddy,www.jnafau.ac.in,State Public University,1961,Urban,"opp. Mahaveer Marg,, Masab Tank, Hyderabad"
U-1118,National Institute Of Pharmaceutical Education And Research (Niper) Hyderabad,Telangana,Hyderabad,http://www.niperhyd.ac.in,Institute of National Importance,2007,Urban,"NH 9, , Balanagar Main Road, Kukatpally Industrial Estate,"
U-1119,Mahindra University,Telangana,MEDCHAL MALKAJGIRI,www.mahindrauniversity.edu.in,State Private University,2020,Urban,"Mahindra University, Survey No. 62/1A, Bahadurpally, Jeedimetla"
U-1124,Malla Reddy University,Telangana,MEDCHAL MALKAJGIRI,www.mallareddyuniversity.ac.in,State Private University,2020,Urban,"Maisammaguda, Kompally, Maisammaguda"
U-1137,Woxsen University,Telangana,Sangareddy,https://woxsen.edu.in/,State Private University,2014,Rural,"Kamkole, Sadasivpet, Hyderabad,"
U-0007,"Dr. B. R. Ambedkar Open University, Hyderabad",Telangana,Hyderabad,www.braou.ac.in,State Open University,1982,Urban,"Prof Ram Reddy Marg Road no 46, jubilee Hills, Hyderabad"
U-0845,Sri Konda Laxman Telangana State Horticultural University (Skltshu),Telangana,Siddipet,www.skltshu.ac.in,State Public University,2014,Rural,"SKLTSHU, ADMINISTRATIVE OFFICE , Mulugu (Village & Mandal) , Mulugu"
U-0019,"Kakatiya University, Warangal",Telangana,Hanumakonda,www.kakatiya.ac.in,State Public University,1968,Urban,"KAKATIYA UNIVERSITY, VIDYARANYAPURI, HANAMKONDA"
U-0022,"Mahatma Gandhi University, Nalgonda",Telangana,Nalgonda,www.mguniversity.ac.in,State Public University,2007,Rural,"Post: Yellareddygudem, Mandal: Narketpally, NALGONDA"
U-0869,"Rajiv Gandhi University Of Knowledge Technologies, Basar",Telangana,Nirmal,www.rgukt.ac.in,State Public University,2008,Rural,"RGUKT-Basar (IIIT-Basar), Basar (Village & Mandal), Nirmal District"
U-0868,P.V. Narsimha Rao Telangana Veterinary University,Telangana,Ranga Reddy,http://tsvu.nic.in,State Public University,2014,Rural,"Administrative Office, Rajendranagar, Hyderabad"
U-0867,Kaloji Narayana Rao University Of Health Sciences,Telangana,Hanumakonda,www.knruhs.telangana.gov.in,State Public University,2014,Urban,"Old Central Prison campus, opposite to Regional Eye Hospital, Warangal"
U-0023,"Maulana Azad National Urdu University, Hyderabad",Telangana,Ranga Reddy,www.manuu.edu.in,Central University,1998,Urban,"Gachibowli, Hyderabad, Telangana State, Hyderabad"
U-0024,National Academy Of Legal Studies & Research (Nalsr) University Hyderabad,Telangana,MEDCHAL MALKAJGIRI,www.nalsar.ac.in,State Public University,1998,Rural,"Justice City, Shameerpet - 500 101, Hyderabad"
U-1188,Anurag University,Telangana,MEDCHAL MALKAJGIRI,www.anurag.edu.in,State Private University,2020,Rural,"Venkatapur (V), , Ghatkesar (M), Hyderabad"
U-0784,Professor Jayashankar Telangana State Agricultural University,Telangana,Hyderabad,pjtsau.edu.in,State Public University,2014,Urban,"Administrative Building, Rajendranagar, Hyderabad"
U-1293,National Law University,Tripura,West Tripura,https://nlutripura.ac.in/,State Public University,2022,-,"National Law University, Tripura, W64X+5GX, Narsingarh, Agartala, Tripura 799009"
U-0494,"The Institute Of Chartered Financial Analysts Of India University, Agartala",Tripura,West Tripura,www.iutripura.edu.in,State Private University,2004,Rural,"Agartala-Simna Road, Kamalghat, Mohanpur, Agartala"
U-0495,"Tripura University, Agartala",Tripura,West Tripura,www.tripurauniv.ac.in,Central University,1987,Urban,"Suryamaninagar, PIN- 799022, Agartala"
U-1277,Aryavart International University,Tripura,North Tripura,https://aiuniversity.edu.in/,State Private University,2023,-,"Aryavart International University, 74J8+9R7, Paschim Tilthai, Tripura 799260"
U-1158,Indian Institute Of Information Technology Agartala,Tripura,West Tripura,www.iiitagartala.ac.in,Institute of National Importance,2018,Rural,"NIT AGARTALA, BARJALA, , JIRANIA"
U-1323,Dhamma Dipa International Buddhist University,Tripura,South Tripura,https://www.ddibu.in/,State Private University,-,-,"Dhamma Dipa International Buddhist University, 2PM5+27, Paschim Jalefa, Tripura 799145"
U-1347,Amrapali University,Uttarakhand,Nainital,https://www.amrapali.ac.in/,State Private University,1999,-,"Amrapali University | Best Private University in Uttarakhand, Kaladhungi Road,Shiksha Nagar, Haldwani, Uttarakhand 263139"
U-0839,"Maharaja Bir Bikram University, Agartala",Tripura,West Tripura,https://mbbuniversity.ac.in,State Public University,2015,Urban,"College Tilla, PO - Agartala College, Agartala"
U-0493,"National Institute Of Technology, Agartala",Tripura,West Tripura,www.nita.ac.in,Institute of National Importance,1965,Rural,"Barjala, Jirania, P.O. TEC,, Agartala"
U-0929,Bhagwant Global University,Uttarakhand,Pauri Garhwal,www.bgukotdwar.ac.in,State Private University,2016,Rural,"Bhagwant Global University, Vill - Uttari Jhandi Chaur, Kotdwar"
U-0566,"Uttrakhand Technical University, Dehradun",Uttarakhand,Dehradun,www.uktech.ac.in,State Public University,2005,Rural,"Main Campus, PREMNAGAR SUDHOWALA, DEHRADUN"
U-0565,"Uttarakhand Sanskrit University, Hardwar",Uttarakhand,Haridwar,www.usvv.ac.in,State Public University,2005,Rural,"Bahadrabad, Haridwar"
U-0564,"University Of Petroleum And Energy Studies, Dehradun",Uttarakhand,Dehradun,www.upes.ac.in,State Private University,2003,Rural,"Energy Acres, P.O. Bidholi, Via Prem Nagar, Dehradun"
U-0563,"University Of Patanjali, Patanjali Yogpeeth, Haridwar",Uttarakhand,Haridwar,www.universityofpatanjali.com,State Private University,2006,Urban,"Patanjali Yogpeeth, Maharishi Dayanand Gram, Delhi-Haridwar National Highway, Haridwar"
U-0562,"Kumaun University, Nainital",Uttarakhand,Nainital,www.kunainital.ac.in,State Public University,1973,Urban,"Sleepy Hollow, Sukha Tal, Nainital"
U-1207,Surajmal University,Uttarakhand,Udam Singh Nagar,SMU.ac.in,State Private University,2021,Rural,"Surajmal University, VGM6+P4Q, Dophariya, Anjania, Uttarakhand 263148"
U-0561,"The Icfai University, Dehradun",Uttarakhand,Dehradun,www.iudehradun.edu.in,State Private University,2003,Rural,"Central HopeTown, Rajawala Road Selaqui, Dehradun"
U-0560,"Indian Institute Of Technology, Roorkee",Uttarakhand,Haridwar,www.iitr.ac.in,Institute of National Importance,1847,Urban,"IIT Campus, Roorkee, Uttarakhand-247667, Roorkee"
U-0717,"Sri Dev Suman Uttarakhand University, Badshahithol, Tehri",Uttarakhand,Tehri Garhwal,www.sdsuv.ac.in,State Public University,2011,Rural,"Sri Dev Suman Uttarakhand University, Badshahithaul"
U-0559,"Jigyasa University, Dehradun",Uttarakhand,Dehradun,www.hzu.edu.in,State Private University,2003,Rural,"Jigyasa University, P.O. Sherpur, Chakrata Rd, Dehradun, Uttarakhand 248197"
U-0557,"Hemwati Nandan Bahuguna Garhwal Univeristy, Srinagar, Garhwal",Uttarakhand,Pauri Garhwal,www.hnbgu.ac.in,Central University,1973,Urban,"Hemvati Nandan Bahuguna Garhwal University,(A Central University), Srinagar, Garhwal ,Uttarakhand,PIN-246174, Srinagar, Garhwal"
U-0556,"Gurukul Kangri Vishwavidyalaya, Haridwar",Uttarakhand,Haridwar,www.gkv.ac.in,Deemed University-Government Aided,1902,Urban,"Gurukula Kangri (Deemed to be University), P.O. Gurukula Kangri, Haridwar"
U-0555,"Graphic Era University, Dehradun",Uttarakhand,Dehradun,www.geu.ac.in,Deemed University-Private,1997,Urban,"566/6, Bell Road, Clement Town, Dehradun"
U-0554,"G.B. Pant Universtiy Of Agriculture And Technology, Pantnagar",Uttarakhand,Udam Singh Nagar,www.gbpuat.ac.in,State Public University,1960,Rural,"Main Campus, Pantnagar"
U-0553,"Forest Research Institute, Dehradun",Uttarakhand,Dehradun,www.fridu.edu.in,Deemed University-Government,1991,Urban,"P.O.-IPE,, Kaulagarh Road,, Dehradun"
U-0552,"Doon University, Dehradun",Uttarakhand,Dehradun,www.doonuniversity.ac.in,State Public University,2005,Urban,"Mothorowala Road, Kedarpur, Dehradun"
U-1162,Coer Roorkee,Uttarakhand,Haridwar,www.coeruniversity.ac.in,State Private University,2021,Urban,"COER University, 7th, KM Haridwar, National Highway Vardhmanpuram, Roorkee, Rehmadpur, Uttarakhand 247667"
U-0551,"Dev Sanskriti Vishwavidyalaya, Gayatrikunj",Uttarakhand,Haridwar,www.dsvv.ac.in,State Private University,2002,Urban,"Gayatrikunj, Shantikunj-249411, Hardwar"
U-0773,Ims Unison University,Uttarakhand,Dehradun,www.iuu.ac,State Private University,1996,Urban,"Makkawala Greens, Musssoorie Diversion Road, Dehradun"
U-0737,Swami Rama Himalayan University,Uttarakhand,Dehradun,www.srhu.edu.in,State Private University,2013,Rural,"Swami Ram Nagar, , Jolly Grant"
U-1335,Dbs Global University,Uttarakhand,Dehradun,https://dgu.ac/,State Private University,2007,-,"MI-122, Behind Pharma City, Selaqui Dehradun ( Uttarakhand)"
U-0780,Motherhood University,Uttarakhand,Haridwar,www.mhu.edu.in,State Private University,2015,Rural,"VILL-KAROUNDI, POST- BHAGWANPUR, TEHSIL - ROORKEE"
U-1169,Dev Bhoomi Uttarakhand University,Uttarakhand,Dehradun,dbuu.ac.in,State Private University,2021,Rural,"Chakrata Road, Navgaon, Manduwala, Dehradun"
U-0904,"Shri Guru Ram Rai University, Dehradun",Uttarakhand,Dehradun,www.sgrru.ac.in,State Private University,1994,Urban,"SHRI GURU RAM RAI UNIVERSITY, PATEL NAGAR, DEHRADUN"
U-1255,Haridwar University,Uttarakhand,Haridwar,https://huroorkee.ac.in/,State Private University,2010,-,"Haridwar University, Canal Road, near Bajuheri, Roorkee, Uttarakhand 247667"
U-0908,Ras Bihari Bose Subharti University,Uttarakhand,Dehradun,www.rbbsu.edu.in,State Private University,2016,Rural,"SUBHARTI PURAM, KODTA SANTAUR, NANDA KI CHOWKI, PREMNAGAR"
U-1349,Maya Devi University,Uttarakhand,Dehradun,https://maya.edu.in/,State Private University,2010,-,"Maya Devi University, Dehradun., NH-72, Chakrata Road, Maya Institute, near Hotel The Competent Palace, Selakui, Uttarakhand 248011"
U-0774,Dit University,Uttarakhand,Dehradun,www.dituniversity.edu.in,State Private University,1998,Urban,"MUSSOORIE DIVERSION ROAD, MAKKAWALA PO BHAGWANTPUR, DEHRADUN"
U-1237,Himalayiya University,Uttarakhand,Dehradun,www.himalayiyauniversity.in,State Private University,2019,Rural,"Sparsh Himalaya University (Formerly Himalayiya University), Fatehpur Tanda, Jeevanwala Post, Via, Doiwala, Uttarakhand 248140"
U-0616,National Institute Of Technology Uttarakhand,Uttarakhand,Pauri Garhwal,www.nituk.ac.in,Institute of National Importance,2009,Rural,"National Institute of Technology, Uttarakhand, Srinagar, Pauri (Garhwal)-246174, Srinagar, Garhwal, Srinagar"
U-0623,Uttarakhand Open University,Uttarakhand,Nainital,http://uou.ac.in,State Open University,2005,Rural,"University Road, Behind Transport Nagar (Teenpani Bypass), Haldwani"
U-0638,Graphic Era Hill University,Uttarakhand,Dehradun,http://www.gehu.ac.in,State Private University,2011,Urban,"Society Area, Clement Town, Dehradun, Uttarakhand, Dehradun"
U-1348,Varun Arjun University,Uttar Pradesh,Shahjahanpur,https://www.vau.edu.in/,State Private University,2016,-,"Varun Arjun University, WRH5+P5J, Lucknow Rd, Banthara, Ghus Vari, Uttar Pradesh 242307"
U-0912,Himalayan Garhwal University,Uttarakhand,Pauri Garhwal,www.hgu.ac.in,State Private University,2017,Rural,"DHAID GAON, POKHRA"
U-0750,"Uttaranchal University, Dehradun",Uttarakhand,Dehradun,https://www.uudoon.in/,State Private University,2013,Urban,"Arcadia Grant, P.O. Chandanwari, Premnagar, Dehradun"
U-0654,"Uttarakhand University Of Horticulture And Forestry, Bharsar",Uttarakhand,Pauri Garhwal,www.uuhf.ac.in,State Public University,2011,Rural,"Veer Chandra Singh Garhwali College of Horticulture, Bharsar, Pauri"
U-0681,Uttarakhand Ayurved University,Uttarakhand,Dehradun,www.uau.ac.in,State Public University,2009,Rural,"Station Road, harrawala, Dehradun"
U-0819,Hemwati Nandan Bahuguna Medical Education University,Uttarakhand,Dehradun,www.hnbumu.ac.in,State Public University,2014,Urban,"Goverment Doon Medical College Campus, Patelnagar, Dehradun, Dehrakhas, Dehradun., DEHRADUN"
U-1009,Indian Institute Of Management Kashipur,Uttarakhand,Udam Singh Nagar,www.iimkashipur.ac.in,Institute of National Importance,2011,Rural,"KUNDESHWARI, OLD ESCORT FARM, KASHIPUR"
U-0950,Quantum University,Uttarakhand,Haridwar,www.quantumuniversity.edu.in,State Private University,2017,Rural,"Roorkee Dehradun Highway NH 73, 22KM Mile Stone,, Village Mandawar, Dehradun highway NH-73 Roorkee"
U-1091,Soban Singh Jeena University,Uttarakhand,Almora,WWW.SSJU.AC.IN,State Public University,2020,Rural,"SOBAN SINGH JEENA UNIVERSITY ALMORA, , ALMORA"
U-0691,"All India Institute Of Medical Sciences, Rishikesh",Uttarakhand,Dehradun,www.aiimsrishikesh.edu.in,Institute of National Importance,2012,Rural,"AIIMS Rishikesh, Rishikesh"
U-0993,Sardar Bhagwan Singh University,Uttarakhand,Dehradun,www.sbsuniversity.edu.in,State Private University,1994,Urban,"Balawala, Gular Ghati Road, Dehradun"
U-0506,"Chaudhary Charan Singh University, Meerut",Uttar Pradesh,Meerut,www.ccsuniversity.ac.in,State Public University,1965,Urban,"Choudhary Charan Singh University, University Road, Meerut"
U-0898,Footwear Design And Development Institute,Uttar Pradesh,Gautam Buddha Nagar,www.fddiindia.com,Institute of National Importance,1986,Urban,"A10/A, SECTOR 24, NOIDA"
U-0897,"Bareilly International University, Bareilly",Uttar Pradesh,Bareilly,www.biu.edu.in,State Private University,2016,Urban,"PILIBHIT BY PASS ROAD, BAREILLY"
U-0890,"Bennett University, Greater Noida",Uttar Pradesh,Gautam Buddha Nagar,www.bennett.edu.in,State Private University,2016,Urban,"Plot Nos: 8-11, Tech Zone II, Greater Noida"
U-0889,Iimt University,Uttar Pradesh,Meerut,www.iimtu.edu.in,State Private University,2016,Urban,"""O"" Pocket, Ganga Nagar, Mawana Road, Meerut"
U-1272,Sdgi Global University,Uttar Pradesh,Ghaziabad,https://www.sgu.edu.in/,State Private University,2023,-,"SDGI GLOBAL UNIVERSITY (SGU), NH-09, DELHI-HAPUR HIGHWAY, NCR, Ghaziabad, Uttar Pradesh 201015"
U-0882,"Uttar Pradesh University Of Medical Sciences,",Uttar Pradesh,Etawah,www.upums.ac.in,State Public University,2005,Rural,SAIFAI
U-0501,Bhatkhande Sanskriti Vishwavidyalaya,Uttar Pradesh,Lucknow,www.bhatkhandeuniversity.ac.in,State Public University,1926,Urban,"1-Kaiserbagh, Lucknow"
U-1040,Era University,Uttar Pradesh,Lucknow,www.erauniversity.in,State Private University,2016,Urban,"Sarfarazganj, Hardoi Road, Lucknow, Sarfarazganj, Hardoi Road, Lucknow, Lucknow"
U-0864,Harcourt Butler Technical University,Uttar Pradesh,Kanpur Nagar,www.hbtu.ac.in,State Public University,1921,Urban,"NAWABGANJ, KANPUR"
U-1271,Agrawan Heritage University,Uttar Pradesh,Agra,https://www.ahu.ac.in/,State Private University,2023,-,"Agravan Heritage University, Unnamed Road, Bamrauli Katara, Agra, Uttar Pradesh 283125"
U-0849,"Professor Rajendra Singh (Rajju Bhaiya) University, Prayagraj, Uttar Pradesh",Uttar Pradesh,Prayagraj,www.prsuniv.ac.in,State Public University,2016,Urban,"MIRZAPUR ROAD, NAINI, Saraswati Hi-Tech City"
U-0848,"Siddharth University, Kapilvastu",Uttar Pradesh,Siddharthnagar,www.suksn.edu.in,State Public University,2015,Rural,"Kapilvastu, Kapilvastu"
U-0824,Sanskriti University,Uttar Pradesh,Mathura,www.sanskriti.edu.in,State Private University,2016,Urban,"28 K. M. Stone, Mathura - Delhi Highway, Chhata, Mathura, Uttar Pradesh"
U-0809,J S University,Uttar Pradesh,Firozabad,www.jsu.ac.in,State Private University,2015,Rural,"5th K.M. Mile Stone, Mainpuri Road, Shikohabad"
U-0808,Rama University Uttar Pradesh,Uttar Pradesh,Kanpur Nagar,www.ramauniversity.ac.in,State Private University,2014,Rural,"RAMA CITY, MANDHANA,, NEAR MANDHANA RAILWAY STATION, G.T. ROAD, KANPUR"
U-1061,Jannayak Chandrashekhar University Ballia,Uttar Pradesh,Ballia,www.jncu.ac.in,State Public University,2016,Rural,"Suraha Tal, Basantpur, Ballia"
U-0801,"Indian Institute Of Information Technology, Lucknow",Uttar Pradesh,Lucknow,www.iiitl.ac.in,Institute of National Importance,2014,Urban,"Chak Ganjaria, C. G. City, U.P, Lucknow"
U-0792,"Jaypee University, Anoopshahr",Uttar Pradesh,Bulandshahr,www.jaypeeu.ac.in,State Private University,2014,Rural,"Anoopshahr, Anoopshahr, Anoopshahr"
U-0753,Shri Ramswaroop Memorial University,Uttar Pradesh,Bara Banki,www.srmu.ac.in,State Private University,2012,Rural,"Vill-Hadauri, Post-Tindola,, Lucknow-Deva Road,, Barabanki"
U-0642,Shiv Nadar (Institution Of Eminence Deemed To Be University),Uttar Pradesh,Gautam Buddha Nagar,www.snu.edu.in,Deemed University-Private,2011,Rural,"NH-91, Tehsil Dadri, Village Chithera"
U-0731,"Shobhit University, Gangoh",Uttar Pradesh,Saharanpur,www.sug.ac.in,State Private University,2012,Rural,"Babu Vijendra Marg, Adarsh Institutional Area, Gangoh"
U-0707,"Banda University Of Agriculture And Technology, Banda",Uttar Pradesh,Banda,www.buat.edu.in,State Public University,2010,Urban,"Banda University of Agriculture and Technology, Banda"
U-0701,"Indian Institute Of Technology (Banaras Hindu University), Varanasi",Uttar Pradesh,Varanasi,www.iitbhu.ac.in,Institute of National Importance,2012,Urban,"Directorate, IIT(BHU), Varanasi, BHU Campus, Varanasi"
U-0739,"Madan Mohan Malaviya University Of Technology,",Uttar Pradesh,Gorakhpur,www.mmmut.ac.in,State Public University,1962,Urban,"Deoria Road, Singhariya, Gorakhpur"
U-1092,"All India Institute Of Medical Sciences (Aiims), Raebareli",Uttar Pradesh,Rae Bareli,www.aiimsrbl.edu.in,Institute of National Importance,2013,Rural,"Dalmau Road Munshiganj, Raebareli, Raebareli"
U-0645,Glocal University,Uttar Pradesh,Saharanpur,www.glocaluniversity.edu.in,State Private University,2012,Rural,"Glocal University, Delhi Yamunotri Marg,, SH 57, Mirzapur Pole,, Saharanpur"
U-0644,Monad University,Uttar Pradesh,Hapur,www.monad.edu.in,State Private University,2010,Rural,"NH-9, , Post Office-Pilkhuwa, , Hapur"
U-0643,Galgotias University,Uttar Pradesh,Gautam Buddha Nagar,www.galgotiasuniversity.edu.in,State Private University,2011,Urban,"PLOT NO. 2, SECTOR - 17 A, YAMUNA EXPRESSWAY, GREATER NOIDA"
U-0611,"Shri Venkateshwara University, Gajraula, J.P Nagar",Uttar Pradesh,Amroha,svu.edu.in,State Private University,2010,Rural,"National Highway 24,, Venkateshwara Nagar, Rajabpur, J.P. Nagar"
U-1117,Rajiv Gandhi National Aviation University,Uttar Pradesh,Amethi,www.rgnau.ac.in,Central University,2013,Rural,"NEAR FURSATGANJ AIRFIELD, FURSATGANJ,"
U-0550,"Veer Bahadur Singh Purvanchal University, Jaunpur",Uttar Pradesh,Jaunpur,www.vbspu.ac.in,State Public University,1987,Rural,"Shahganj Road, Jaunpur"
